# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS07175	NZ_SSTT01000006.1	9633	11576	+	1944	1518
gene-FAZ85_RS07180	NZ_SSTT01000006.1	11573	12130	+	558	444
gene-FAZ85_RS07185	NZ_SSTT01000006.1	12127	13179	+	1053	924
gene-FAZ85_RS07190	NZ_SSTT01000006.1	13214	13861	-	648	846
gene-FAZ85_RS07195	NZ_SSTT01000006.1	14181	16550	+	2370	2837
gene-FAZ85_RS07205	NZ_SSTT01000006.1	16803	18563	-	1761	2147
gene-FAZ85_RS07210	NZ_SSTT01000006.1	18583	18810	-	228	369
gene-FAZ85_RS07215	NZ_SSTT01000006.1	18992	19999	+	1008	1093
gene-FAZ85_RS07220	NZ_SSTT01000006.1	20138	20422	-	285	331
gene-FAZ85_RS07225	NZ_SSTT01000006.1	20547	22307	-	1761	1849
gene-FAZ85_RS07230	NZ_SSTT01000006.1	22457	23152	+	696	826
gene-FAZ85_RS07235	NZ_SSTT01000006.1	23180	24370	+	1191	1193
gene-FAZ85_RS07240	NZ_SSTT01000006.1	24703	25047	+	345	548
gene-FAZ85_RS07245	NZ_SSTT01000006.1	25051	26640	-	1590	1867
gene-FAZ85_RS07250	NZ_SSTT01000006.1	26642	27667	-	1026	977
gene-FAZ85_RS07255	NZ_SSTT01000006.1	27667	28761	-	1095	1336
gene-FAZ85_RS07260	NZ_SSTT01000006.1	28762	30576	-	1815	2164
gene-FAZ85_RS07265	NZ_SSTT01000006.1	30658	32214	-	1557	2204
gene-FAZ85_RS07270	NZ_SSTT01000006.1	32395	32961	-	567	1190
gene-FAZ85_RS07275	NZ_SSTT01000006.1	33373	34086	-	714	1284
gene-FAZ85_RS07280	NZ_SSTT01000006.1	34125	35111	-	987	1086
gene-FAZ85_RS07285	NZ_SSTT01000006.1	35229	36695	-	1467	1682
gene-FAZ85_RS07290	NZ_SSTT01000006.1	36918	37490	-	573	792
gene-FAZ85_RS07295	NZ_SSTT01000006.1	37645	37899	+	255	291
gene-FAZ85_RS07300	NZ_SSTT01000006.1	37896	39077	-	1182	1262
gene-FAZ85_RS07305	NZ_SSTT01000006.1	39445	40575	+	1131	1172
gene-FAZ85_RS07310	NZ_SSTT01000006.1	40575	41513	+	939	1005
gene-FAZ85_RS07315	NZ_SSTT01000006.1	41530	43221	+	1692	1722
gene-FAZ85_RS07320	NZ_SSTT01000006.1	43645	44586	+	942	1515
gene-FAZ85_RS07325	NZ_SSTT01000006.1	44574	45512	+	939	1120
gene-FAZ85_RS07330	NZ_SSTT01000006.1	45606	46856	+	1251	1164
gene-FAZ85_RS07335	NZ_SSTT01000006.1	47053	47751	-	699	927
gene-FAZ85_RS07340	NZ_SSTT01000006.1	47881	48822	+	942	1053
gene-FAZ85_RS07345	NZ_SSTT01000006.1	48922	50172	+	1251	1218
gene-FAZ85_RS07350	NZ_SSTT01000006.1	50228	51316	-	1089	1080
gene-FAZ85_RS07355	NZ_SSTT01000006.1	51319	52176	-	858	928
gene-FAZ85_RS07360	NZ_SSTT01000006.1	52250	53299	-	1050	1319
gene-FAZ85_RS07365	NZ_SSTT01000006.1	53398	54279	+	882	989
gene-FAZ85_RS07370	NZ_SSTT01000006.1	54484	55953	+	1470	2034
gene-FAZ85_RS07375	NZ_SSTT01000006.1	56247	58238	+	1992	2288
gene-FAZ85_RS07380	NZ_SSTT01000006.1	58270	59106	-	837	911
gene-FAZ85_RS07385	NZ_SSTT01000006.1	59364	60032	+	669	853
gene-FAZ85_RS07390	NZ_SSTT01000006.1	60049	61206	+	1158	1112
gene-FAZ85_RS07395	NZ_SSTT01000006.1	61348	62388	+	1041	1275
gene-FAZ85_RS07400	NZ_SSTT01000006.1	62668	63666	+	999	1616
gene-FAZ85_RS07405	NZ_SSTT01000006.1	63727	65247	+	1521	2585
gene-FAZ85_RS07410	NZ_SSTT01000006.1	65263	66273	+	1011	1223
gene-FAZ85_RS07415	NZ_SSTT01000006.1	66344	67579	-	1236	1423
gene-FAZ85_RS07420	NZ_SSTT01000006.1	67573	68811	-	1239	1566
gene-FAZ85_RS07425	NZ_SSTT01000006.1	69130	69369	-	240	449
gene-FAZ85_RS07430	NZ_SSTT01000006.1	69372	70091	-	720	1114
gene-FAZ85_RS07435	NZ_SSTT01000006.1	70241	71125	-	885	1006
gene-FAZ85_RS07440	NZ_SSTT01000006.1	71255	71950	-	696	843
gene-FAZ85_RS07445	NZ_SSTT01000006.1	71947	72345	-	399	670
gene-FAZ85_RS07450	NZ_SSTT01000006.1	72584	73531	+	948	1050
gene-FAZ85_RS26415	NZ_SSTT01000006.1	73902	73985	-	84	239
gene-FAZ85_RS07460	NZ_SSTT01000006.1	74209	75645	+	1437	1442
gene-FAZ85_RS07465	NZ_SSTT01000006.1	75698	76459	+	762	603
gene-FAZ85_RS07470	NZ_SSTT01000006.1	76589	77167	-	579	579
gene-FAZ85_RS07475	NZ_SSTT01000006.1	77337	77924	+	588	711
gene-FAZ85_RS07480	NZ_SSTT01000006.1	78098	79030	+	933	1244
gene-FAZ85_RS07485	NZ_SSTT01000006.1	79068	80783	-	1716	2039
gene-FAZ85_RS07490	NZ_SSTT01000006.1	80979	83276	+	2298	2452
gene-FAZ85_RS07495	NZ_SSTT01000006.1	83487	84404	+	918	977
gene-FAZ85_RS07500	NZ_SSTT01000006.1	84411	85568	+	1158	791
gene-FAZ85_RS07505	NZ_SSTT01000006.1	85561	86487	+	927	630
gene-FAZ85_RS07510	NZ_SSTT01000006.1	86492	87223	+	732	575
gene-FAZ85_RS07515	NZ_SSTT01000006.1	87204	87311	-	108	115
gene-FAZ85_RS07520	NZ_SSTT01000006.1	87371	88102	-	732	922
gene-FAZ85_RS07525	NZ_SSTT01000006.1	88324	90009	+	1686	2185
gene-FAZ85_RS07530	NZ_SSTT01000006.1	90006	90725	+	720	1079
gene-FAZ85_RS07535	NZ_SSTT01000006.1	90772	91242	+	471	738
gene-FAZ85_RS07540	NZ_SSTT01000006.1	91283	91744	-	462	836
gene-FAZ85_RS07545	NZ_SSTT01000006.1	91869	93869	-	2001	1603
gene-FAZ85_RS07550	NZ_SSTT01000006.1	93866	95002	-	1137	987
gene-FAZ85_RS07555	NZ_SSTT01000006.1	94995	97274	-	2280	1761
gene-FAZ85_RS07560	NZ_SSTT01000006.1	97285	98373	-	1089	1083
gene-FAZ85_RS07565	NZ_SSTT01000006.1	98680	98997	-	318	657
gene-FAZ85_RS07570	NZ_SSTT01000006.1	99058	102690	-	3633	4283
gene-FAZ85_RS07575	NZ_SSTT01000006.1	102700	106494	-	3795	5164
gene-FAZ85_RS07580	NZ_SSTT01000006.1	106635	108668	-	2034	2437
gene-FAZ85_RS07585	NZ_SSTT01000006.1	108800	109909	+	1110	1472
gene-FAZ85_RS07590	NZ_SSTT01000006.1	110172	110453	+	282	553
gene-FAZ85_RS07595	NZ_SSTT01000006.1	110746	111288	+	543	1107
gene-FAZ85_RS07600	NZ_SSTT01000006.1	111368	112042	+	675	1362
gene-FAZ85_RS07605	NZ_SSTT01000006.1	112058	114538	+	2481	4031
gene-FAZ85_RS07610	NZ_SSTT01000006.1	114554	115588	+	1035	1791
gene-FAZ85_RS07615	NZ_SSTT01000006.1	115670	116008	-	339	561
gene-FAZ85_RS07620	NZ_SSTT01000006.1	116227	117051	-	825	1176
gene-FAZ85_RS07625	NZ_SSTT01000006.1	117172	117444	+	273	456
gene-FAZ85_RS07630	NZ_SSTT01000006.1	117667	118455	+	789	790
gene-FAZ85_RS07635	NZ_SSTT01000006.1	118452	119252	+	801	724
gene-FAZ85_RS07640	NZ_SSTT01000006.1	119317	120139	+	823	1139
gene-FAZ85_RS07645	NZ_SSTT01000006.1	120191	120937	+	747	871
gene-FAZ85_RS07650	NZ_SSTT01000006.1	120911	121876	-	966	627
gene-FAZ85_RS07655	NZ_SSTT01000006.1	121873	122877	-	1005	751
gene-FAZ85_RS07660	NZ_SSTT01000006.1	122874	124151	-	1278	1810
gene-FAZ85_RS07665	NZ_SSTT01000006.1	124408	125460	+	1053	1256
gene-FAZ85_RS07670	NZ_SSTT01000006.1	125770	126624	+	855	975
gene-FAZ85_RS07675	NZ_SSTT01000006.1	126653	127915	+	1263	1711
gene-FAZ85_RS07680	NZ_SSTT01000006.1	127925	128377	+	453	881
gene-FAZ85_RS07685	NZ_SSTT01000006.1	128408	128692	+	285	478
gene-FAZ85_RS07690	NZ_SSTT01000006.1	128696	130051	+	1356	1897
gene-FAZ85_RS07695	NZ_SSTT01000006.1	130099	131139	+	1041	1531
gene-FAZ85_RS07700	NZ_SSTT01000006.1	131245	132018	+	774	620
gene-FAZ85_RS07705	NZ_SSTT01000006.1	132100	132999	-	900	1304
gene-FAZ85_RS07710	NZ_SSTT01000006.1	133405	133722	+	318	353
gene-FAZ85_RS07720	NZ_SSTT01000006.1	134053	135414	-	1362	1277
gene-FAZ85_RS07725	NZ_SSTT01000006.1	135517	135813	-	297	0
gene-FAZ85_RS07730	NZ_SSTT01000006.1	135815	136111	-	297	0
gene-FAZ85_RS07735	NZ_SSTT01000006.1	136320	136652	-	333	466
gene-FAZ85_RS07740	NZ_SSTT01000006.1	136843	137565	-	723	715
gene-FAZ85_RS07745	NZ_SSTT01000006.1	137562	138965	-	1404	1082
gene-FAZ85_RS07750	NZ_SSTT01000006.1	138962	140377	-	1416	1223
gene-FAZ85_RS07755	NZ_SSTT01000006.1	140378	143455	-	3078	2300
gene-FAZ85_RS07760	NZ_SSTT01000006.1	143456	146578	-	3123	2371
gene-FAZ85_RS07765	NZ_SSTT01000006.1	146578	147825	-	1248	1188
gene-FAZ85_RS07770	NZ_SSTT01000006.1	148104	148160	+	57	0
gene-FAZ85_RS07775	NZ_SSTT01000006.1	148432	148488	+	57	67
gene-FAZ85_RS07780	NZ_SSTT01000006.1	148761	148820	+	60	199
gene-FAZ85_RS07785	NZ_SSTT01000006.1	149041	149700	+	660	807
gene-FAZ85_RS07790	NZ_SSTT01000006.1	149697	150458	+	762	758
gene-FAZ85_RS07795	NZ_SSTT01000006.1	150523	150984	-	462	750
gene-FAZ85_RS07800	NZ_SSTT01000006.1	151182	153128	+	1947	2096
gene-FAZ85_RS07805	NZ_SSTT01000006.1	153140	154492	-	1353	1014
gene-FAZ85_RS07810	NZ_SSTT01000006.1	154626	155483	+	858	719
gene-FAZ85_RS07815	NZ_SSTT01000006.1	155522	158839	-	3318	3612
gene-FAZ85_RS07820	NZ_SSTT01000006.1	159157	159798	+	642	940
gene-FAZ85_RS07825	NZ_SSTT01000006.1	159890	160471	+	582	536
gene-FAZ85_RS07830	NZ_SSTT01000006.1	160493	162346	+	1854	2015
gene-FAZ85_RS07835	NZ_SSTT01000006.1	162620	164203	-	1584	1808
gene-FAZ85_RS25575	NZ_SSTT01000006.1	164404	164553	-	150	302
gene-FAZ85_RS07840	NZ_SSTT01000006.1	164862	166001	+	1140	1137
gene-FAZ85_RS07845	NZ_SSTT01000006.1	166007	166450	+	444	400
gene-FAZ85_RS07850	NZ_SSTT01000006.1	166453	168615	+	2163	2374
gene-FAZ85_RS07855	NZ_SSTT01000006.1	168793	169632	+	840	937
gene-FAZ85_RS07860	NZ_SSTT01000006.1	169635	170123	+	489	401
gene-FAZ85_RS07865	NZ_SSTT01000006.1	170120	171337	+	1218	1023
gene-FAZ85_RS07870	NZ_SSTT01000006.1	171312	172529	+	1218	2108
gene-FAZ85_RS07875	NZ_SSTT01000006.1	172540	173286	+	747	1162
gene-FAZ85_RS07880	NZ_SSTT01000006.1	173302	173850	+	549	804
gene-FAZ85_RS07885	NZ_SSTT01000006.1	173876	174997	+	1122	1185
gene-FAZ85_RS07890	NZ_SSTT01000006.1	175000	175965	+	966	581
gene-FAZ85_RS07895	NZ_SSTT01000006.1	175968	176447	+	480	305
gene-FAZ85_RS07900	NZ_SSTT01000006.1	176444	177667	+	1224	1040
gene-FAZ85_RS07905	NZ_SSTT01000006.1	177670	179106	+	1437	1349
gene-FAZ85_RS07910	NZ_SSTT01000006.1	179299	180669	+	1371	1382
gene-FAZ85_RS07915	NZ_SSTT01000006.1	180724	182118	+	1395	1163
gene-FAZ85_RS07920	NZ_SSTT01000006.1	182120	183598	+	1479	1319
gene-FAZ85_RS07925	NZ_SSTT01000006.1	183874	185154	+	1281	1171
gene-FAZ85_RS07930	NZ_SSTT01000006.1	185151	186371	+	1221	1044
gene-FAZ85_RS07935	NZ_SSTT01000006.1	186382	187776	+	1395	2032
gene-FAZ85_RS07940	NZ_SSTT01000006.1	187951	188844	+	894	926
gene-FAZ85_RS07945	NZ_SSTT01000006.1	189334	190575	+	1242	0
gene-FAZ85_RS07950	NZ_SSTT01000006.1	190565	191752	+	1188	0
gene-FAZ85_RS07955	NZ_SSTT01000006.1	191740	193230	+	1491	2
gene-FAZ85_RS07960	NZ_SSTT01000006.1	193233	194282	+	1050	0
gene-FAZ85_RS07965	NZ_SSTT01000006.1	194269	194754	+	486	0
gene-FAZ85_RS07970	NZ_SSTT01000006.1	194751	195212	+	462	0
gene-FAZ85_RS07975	NZ_SSTT01000006.1	195333	196739	+	1407	1122
gene-FAZ85_RS07980	NZ_SSTT01000006.1	196988	198154	+	1167	629
gene-FAZ85_RS07985	NZ_SSTT01000006.1	198300	199277	+	978	318
gene-FAZ85_RS07990	NZ_SSTT01000006.1	199860	200144	+	285	0
gene-FAZ85_RS07995	NZ_SSTT01000006.1	200418	201833	+	1416	1
gene-FAZ85_RS08000	NZ_SSTT01000006.1	201857	203173	+	1317	8
gene-FAZ85_RS24970	NZ_SSTT01000060.1	188	1231	+	1044	0
gene-FAZ85_RS24975	NZ_SSTT01000060.1	1510	1827	-	318	0
gene-FAZ85_RS24980	NZ_SSTT01000060.1	1861	2621	-	761	0
gene-FAZ85_RS24985	NZ_SSTT01000060.1	2710	3183	-	474	0
gene-FAZ85_RS24990	NZ_SSTT01000060.1	3326	3784	-	459	0
gene-FAZ85_RS24995	NZ_SSTT01000060.1	3878	4678	-	801	0
gene-FAZ85_RS25000	NZ_SSTT01000060.1	4845	5036	+	192	0
gene-FAZ85_RS25010	NZ_SSTT01000061.1	86	922	-	837	0
gene-FAZ85_RS25015	NZ_SSTT01000061.1	922	1725	-	804	0
gene-FAZ85_RS25020	NZ_SSTT01000061.1	1786	2601	-	816	0
gene-FAZ85_RS25030	NZ_SSTT01000061.1	2909	3760	-	852	0
gene-FAZ85_RS25035	NZ_SSTT01000061.1	3747	4466	-	720	0
gene-FAZ85_RS25045	NZ_SSTT01000062.1	145	1050	+	906	0
gene-FAZ85_RS25050	NZ_SSTT01000062.1	1047	2285	+	1239	0
gene-FAZ85_RS25055	NZ_SSTT01000062.1	2285	2869	+	585	0
gene-FAZ85_RS25070	NZ_SSTT01000062.1	3362	4126	-	765	0
gene-FAZ85_RS25080	NZ_SSTT01000063.1	169	1197	+	1029	1566
gene-FAZ85_RS25085	NZ_SSTT01000063.1	1194	2159	+	966	1540
gene-FAZ85_RS25090	NZ_SSTT01000063.1	2188	3138	-	951	1967
gene-FAZ85_RS25115	NZ_SSTT01000063.1	4056	4267	+	212	175
gene-FAZ85_RS25120	NZ_SSTT01000064.1	79	2307	-	2229	0
gene-FAZ85_RS25125	NZ_SSTT01000064.1	2321	2665	+	345	0
gene-FAZ85_RS25130	NZ_SSTT01000064.1	2712	3587	-	876	0
gene-FAZ85_RS25140	NZ_SSTT01000065.1	50	1177	-	1128	0
gene-FAZ85_RS25145	NZ_SSTT01000065.1	1228	1455	-	228	0
gene-FAZ85_RS25150	NZ_SSTT01000065.1	1479	1670	+	192	0
gene-FAZ85_RS25155	NZ_SSTT01000065.1	2152	2694	-	543	0
gene-FAZ85_RS25160	NZ_SSTT01000065.1	2707	3567	-	861	0
gene-FAZ85_RS25170	NZ_SSTT01000066.1	279	1637	-	1359	0
gene-FAZ85_RS25175	NZ_SSTT01000066.1	1919	2050	+	132	0
gene-FAZ85_RS26520	NZ_SSTT01000066.1	2115	2245	+	131	0
gene-FAZ85_RS25185	NZ_SSTT01000066.1	2370	2651	-	282	0
gene-FAZ85_RS25190	NZ_SSTT01000066.1	2967	3065	-	99	0
gene-FAZ85_RS26245	NZ_SSTT01000066.1	3065	3269	-	205	0
gene-FAZ85_RS25195	NZ_SSTT01000066.1	3307	3378	+	72	0
gene-FAZ85_RS26525	NZ_SSTT01000066.1	3389	3450	-	62	0
gene-FAZ85_RS25210	NZ_SSTT01000067.1	340	774	-	435	0
gene-FAZ85_RS25215	NZ_SSTT01000067.1	762	1163	-	402	0
gene-FAZ85_RS25220	NZ_SSTT01000067.1	1329	1898	-	570	0
gene-FAZ85_RS26250	NZ_SSTT01000067.1	2074	2270	+	197	0
gene-FAZ85_RS25225	NZ_SSTT01000067.1	2614	2790	-	177	0
gene-FAZ85_RS25235	NZ_SSTT01000068.1	76	2547	-	2472	0
gene-FAZ85_RS25240	NZ_SSTT01000068.1	2550	3110	-	561	0
gene-FAZ85_RS25245	NZ_SSTT01000069.1	146	739	+	594	1
gene-FAZ85_RS25250	NZ_SSTT01000069.1	852	2057	-	1206	0
gene-FAZ85_RS25255	NZ_SSTT01000069.1	2139	2762	+	624	0
gene-FAZ85_RS25260	NZ_SSTT01000069.1	2740	2874	-	135	0
gene-FAZ85_RS26530	NZ_SSTT01000069.1	2875	2935	-	61	1
gene-FAZ85_RS08015	NZ_SSTT01000007.1	488	673	-	186	389
gene-FAZ85_RS08020	NZ_SSTT01000007.1	908	3538	-	2631	3240
gene-FAZ85_RS08025	NZ_SSTT01000007.1	3666	4166	-	501	738
gene-FAZ85_RS08030	NZ_SSTT01000007.1	4409	5470	-	1062	1208
gene-FAZ85_RS08035	NZ_SSTT01000007.1	5550	6047	-	498	501
gene-FAZ85_RS08040	NZ_SSTT01000007.1	6192	7277	-	1086	1153
gene-FAZ85_RS08045	NZ_SSTT01000007.1	7533	8096	+	564	811
gene-FAZ85_RS08050	NZ_SSTT01000007.1	8093	9052	+	960	935
gene-FAZ85_RS08055	NZ_SSTT01000007.1	9063	9434	+	372	329
gene-FAZ85_RS08060	NZ_SSTT01000007.1	9438	10217	+	780	831
gene-FAZ85_RS08065	NZ_SSTT01000007.1	10322	10681	+	360	428
gene-FAZ85_RS08070	NZ_SSTT01000007.1	10748	11521	+	774	1076
gene-FAZ85_RS08075	NZ_SSTT01000007.1	11514	12479	+	966	562
gene-FAZ85_RS08080	NZ_SSTT01000007.1	12476	13990	-	1515	1376
gene-FAZ85_RS08085	NZ_SSTT01000007.1	14177	15616	+	1440	1796
gene-FAZ85_RS08090	NZ_SSTT01000007.1	15613	16746	+	1134	997
gene-FAZ85_RS08095	NZ_SSTT01000007.1	16874	19126	-	2253	1594
gene-FAZ85_RS08100	NZ_SSTT01000007.1	19279	19806	-	528	636
gene-FAZ85_RS08105	NZ_SSTT01000007.1	19955	20965	-	1011	1212
gene-FAZ85_RS08110	NZ_SSTT01000007.1	21225	22682	+	1458	1405
gene-FAZ85_RS08115	NZ_SSTT01000007.1	22691	24115	+	1425	1575
gene-FAZ85_RS08120	NZ_SSTT01000007.1	24229	24648	-	420	0
gene-FAZ85_RS08125	NZ_SSTT01000007.1	24645	24956	-	312	0
gene-FAZ85_RS08130	NZ_SSTT01000007.1	25130	25891	-	762	1
gene-FAZ85_RS08135	NZ_SSTT01000007.1	25916	26386	-	471	512
gene-FAZ85_RS08140	NZ_SSTT01000007.1	26379	26789	-	411	344
gene-FAZ85_RS08145	NZ_SSTT01000007.1	26786	27553	-	768	498
gene-FAZ85_RS08150	NZ_SSTT01000007.1	27553	28095	-	543	410
gene-FAZ85_RS08155	NZ_SSTT01000007.1	28105	29814	-	1710	1346
gene-FAZ85_RS08160	NZ_SSTT01000007.1	29832	30755	-	924	654
gene-FAZ85_RS08165	NZ_SSTT01000007.1	30758	32584	-	1827	1047
gene-FAZ85_RS08170	NZ_SSTT01000007.1	32581	33192	-	612	498
gene-FAZ85_RS08175	NZ_SSTT01000007.1	33317	33778	-	462	773
gene-FAZ85_RS08185	NZ_SSTT01000007.1	33990	34340	+	351	432
gene-FAZ85_RS08190	NZ_SSTT01000007.1	34344	35216	+	873	834
gene-FAZ85_RS08195	NZ_SSTT01000007.1	35207	35479	+	273	184
gene-FAZ85_RS08200	NZ_SSTT01000007.1	35479	36600	+	1122	925
gene-FAZ85_RS08205	NZ_SSTT01000007.1	36597	37607	+	1011	788
gene-FAZ85_RS08210	NZ_SSTT01000007.1	37681	39759	+	2079	2364
gene-FAZ85_RS08215	NZ_SSTT01000007.1	39796	40149	-	354	494
gene-FAZ85_RS25580	NZ_SSTT01000007.1	40226	40360	-	135	199
gene-FAZ85_RS26015	NZ_SSTT01000007.1	40661	41035	+	375	0
gene-FAZ85_RS08225	NZ_SSTT01000007.1	41052	42206	+	1155	1
gene-FAZ85_RS08230	NZ_SSTT01000007.1	42199	44073	+	1875	0
gene-FAZ85_RS08235	NZ_SSTT01000007.1	44066	44548	+	483	0
gene-FAZ85_RS08240	NZ_SSTT01000007.1	45447	45881	+	435	0
gene-FAZ85_RS08245	NZ_SSTT01000007.1	45912	46271	-	360	0
gene-FAZ85_RS26020	NZ_SSTT01000007.1	46945	47220	-	276	0
gene-FAZ85_RS08250	NZ_SSTT01000007.1	47432	48979	+	1548	2
gene-FAZ85_RS08255	NZ_SSTT01000007.1	48976	50100	+	1125	0
gene-FAZ85_RS08260	NZ_SSTT01000007.1	50156	53395	+	3240	1
gene-FAZ85_RS08265	NZ_SSTT01000007.1	53447	54040	+	594	0
gene-FAZ85_RS08270	NZ_SSTT01000007.1	54051	55022	+	972	0
gene-FAZ85_RS08275	NZ_SSTT01000007.1	55453	56439	+	987	0
gene-FAZ85_RS26310	NZ_SSTT01000007.1	56795	57235	+	441	0
gene-FAZ85_RS08285	NZ_SSTT01000007.1	57251	58195	+	945	0
gene-FAZ85_RS08290	NZ_SSTT01000007.1	58373	58777	+	405	0
gene-FAZ85_RS08295	NZ_SSTT01000007.1	58774	60027	+	1254	0
gene-FAZ85_RS08300	NZ_SSTT01000007.1	60217	60489	+	273	0
gene-FAZ85_RS08305	NZ_SSTT01000007.1	60538	60924	+	387	0
gene-FAZ85_RS08310	NZ_SSTT01000007.1	60951	61271	+	321	0
gene-FAZ85_RS08315	NZ_SSTT01000007.1	61417	61842	-	426	0
gene-FAZ85_RS08320	NZ_SSTT01000007.1	62825	63391	+	567	0
gene-FAZ85_RS08325	NZ_SSTT01000007.1	63481	64056	-	576	1
gene-FAZ85_RS08330	NZ_SSTT01000007.1	64068	65522	-	1455	0
gene-FAZ85_RS08335	NZ_SSTT01000007.1	65682	68249	+	2568	2256
gene-FAZ85_RS08340	NZ_SSTT01000007.1	68355	69011	+	657	1001
gene-FAZ85_RS08345	NZ_SSTT01000007.1	69062	69829	-	768	1036
gene-FAZ85_RS08350	NZ_SSTT01000007.1	70025	70933	+	909	1092
gene-FAZ85_RS08355	NZ_SSTT01000007.1	70930	72192	+	1263	1343
gene-FAZ85_RS08360	NZ_SSTT01000007.1	72189	72827	+	639	809
gene-FAZ85_RS08365	NZ_SSTT01000007.1	72832	73608	+	777	1085
gene-FAZ85_RS08370	NZ_SSTT01000007.1	73697	75061	+	1365	1754
gene-FAZ85_RS08375	NZ_SSTT01000007.1	75155	76147	-	993	1699
gene-FAZ85_RS08380	NZ_SSTT01000007.1	76210	77304	-	1095	1326
gene-FAZ85_RS08385	NZ_SSTT01000007.1	77489	78115	-	627	628
gene-FAZ85_RS08390	NZ_SSTT01000007.1	78109	78870	-	762	613
gene-FAZ85_RS08395	NZ_SSTT01000007.1	78851	79900	-	1050	1084
gene-FAZ85_RS08400	NZ_SSTT01000007.1	79897	80376	-	480	511
gene-FAZ85_RS08405	NZ_SSTT01000007.1	80376	81086	-	711	633
gene-FAZ85_RS08410	NZ_SSTT01000007.1	81105	81416	-	312	368
gene-FAZ85_RS08415	NZ_SSTT01000007.1	81610	81933	-	324	511
gene-FAZ85_RS08420	NZ_SSTT01000007.1	81983	82588	-	606	679
gene-FAZ85_RS08425	NZ_SSTT01000007.1	82588	84015	-	1428	1093
gene-FAZ85_RS08430	NZ_SSTT01000007.1	84017	84925	-	909	1071
gene-FAZ85_RS08435	NZ_SSTT01000007.1	85177	86214	+	1038	1407
gene-FAZ85_RS08440	NZ_SSTT01000007.1	86970	87263	-	294	2
gene-FAZ85_RS08445	NZ_SSTT01000007.1	87260	88183	-	924	2
gene-FAZ85_RS08450	NZ_SSTT01000007.1	88180	88830	-	651	0
gene-FAZ85_RS08455	NZ_SSTT01000007.1	88812	89558	-	747	0
gene-FAZ85_RS08460	NZ_SSTT01000007.1	89569	90453	-	885	0
gene-FAZ85_RS08465	NZ_SSTT01000007.1	90452	92215	-	1764	1
gene-FAZ85_RS08470	NZ_SSTT01000007.1	92409	92561	-	153	15
gene-FAZ85_RS08480	NZ_SSTT01000007.1	92826	93560	-	735	894
gene-FAZ85_RS08485	NZ_SSTT01000007.1	93634	95346	-	1713	1695
gene-FAZ85_RS08490	NZ_SSTT01000007.1	95346	97145	-	1800	1541
gene-FAZ85_RS08495	NZ_SSTT01000007.1	97464	97826	+	363	612
gene-FAZ85_RS08500	NZ_SSTT01000007.1	97904	99175	+	1272	1224
gene-FAZ85_RS08505	NZ_SSTT01000007.1	99166	99426	+	261	248
gene-FAZ85_RS08510	NZ_SSTT01000007.1	99443	100018	+	576	846
gene-FAZ85_RS08515	NZ_SSTT01000007.1	100166	101026	-	861	768
gene-FAZ85_RS08520	NZ_SSTT01000007.1	101023	101802	-	780	714
gene-FAZ85_RS08525	NZ_SSTT01000007.1	101780	103189	-	1410	1478
gene-FAZ85_RS08530	NZ_SSTT01000007.1	103211	104665	-	1455	2216
gene-FAZ85_RS08535	NZ_SSTT01000007.1	104735	105520	-	786	1581
gene-FAZ85_RS08540	NZ_SSTT01000007.1	105839	107116	+	1278	1856
gene-FAZ85_RS08545	NZ_SSTT01000007.1	107143	108621	+	1479	2178
gene-FAZ85_RS08550	NZ_SSTT01000007.1	110115	110786	-	672	1057
gene-FAZ85_RS08555	NZ_SSTT01000007.1	110925	111065	+	141	279
gene-FAZ85_RS08560	NZ_SSTT01000007.1	111079	111951	+	873	1729
gene-FAZ85_RS08565	NZ_SSTT01000007.1	112011	113309	-	1299	1995
gene-FAZ85_RS08570	NZ_SSTT01000007.1	113397	115034	-	1638	2390
gene-FAZ85_RS08575	NZ_SSTT01000007.1	115262	116053	-	792	1255
gene-FAZ85_RS08580	NZ_SSTT01000007.1	116124	116459	-	336	610
gene-FAZ85_RS08585	NZ_SSTT01000007.1	116459	116707	-	249	445
gene-FAZ85_RS08590	NZ_SSTT01000007.1	116785	119019	-	2235	2375
gene-FAZ85_RS08595	NZ_SSTT01000007.1	119067	120368	-	1302	1701
gene-FAZ85_RS08600	NZ_SSTT01000007.1	120425	123181	+	2757	3924
gene-FAZ85_RS08605	NZ_SSTT01000007.1	123413	124753	-	1341	1480
gene-FAZ85_RS08610	NZ_SSTT01000007.1	124774	126114	-	1341	1389
gene-FAZ85_RS08615	NZ_SSTT01000007.1	126116	127369	-	1254	1696
gene-FAZ85_RS08620	NZ_SSTT01000007.1	127804	128253	-	450	619
gene-FAZ85_RS08625	NZ_SSTT01000007.1	128271	129053	-	783	799
gene-FAZ85_RS08630	NZ_SSTT01000007.1	129053	129382	-	330	399
